     0.001073632,1063,,branch-misses:u,556576,100.00,,
     0.001073632,369,,cache-misses:u,562336,100.00,,
     0.001073632,51601,,bus-cycles:u,565216,100.00,,
     0.001073632,36657,,instructions:u,568192,100.00,,
     0.002438871,1962,,branch-misses:u,1357888,100.00,,
     0.002438871,2021,,cache-misses:u,1355968,100.00,,
     0.002438871,1600335,,bus-cycles:u,1355808,100.00,,
     0.002438871,9656831,,instructions:u,1355616,100.00,,
     0.003595220,347,,branch-misses:u,1153792,100.00,,
     0.003595220,41,,cache-misses:u,1152768,100.00,,
     0.003595220,1533471,,bus-cycles:u,1152608,100.00,,
     0.003595220,9794107,,instructions:u,1152384,100.00,,
     0.004976907,411,,branch-misses:u,1388928,100.00,,
     0.004976907,109,,cache-misses:u,1390336,100.00,,
     0.004976907,1827714,,bus-cycles:u,1391136,100.00,,
     0.004976907,11684705,,instructions:u,1392000,100.00,,
     0.006674521,507,,branch-misses:u,1692864,100.00,,
     0.006674521,41,,cache-misses:u,1691840,100.00,,
     0.006674521,2250970,,bus-cycles:u,1691360,100.00,,
     0.006674521,14381833,,instructions:u,1690592,100.00,,
     0.007832502,347,,branch-misses:u,1155552,100.00,,
     0.007832502,38,,cache-misses:u,1155168,100.00,,
     0.007832502,1535297,,bus-cycles:u,1154688,100.00,,
     0.007832502,9808952,,instructions:u,1154592,100.00,,
     0.008988979,338,,branch-misses:u,1159552,100.00,,
     0.008988979,144,,cache-misses:u,1160896,100.00,,
     0.008988979,1482053,,bus-cycles:u,1162368,100.00,,
     0.008988979,9487940,,instructions:u,1163616,100.00,,
     0.010207279,362,,branch-misses:u,1216512,100.00,,
     0.010207279,31,,cache-misses:u,1215904,100.00,,
     0.010207279,1614605,,bus-cycles:u,1214880,100.00,,
     0.010207279,10320429,,instructions:u,1213920,100.00,,
     0.011373260,350,,branch-misses:u,1165536,100.00,,
     0.011373260,30,,cache-misses:u,1164832,100.00,,
     0.011373260,1547476,,bus-cycles:u,1164512,100.00,,
     0.011373260,9889673,,instructions:u,1164256,100.00,,
     0.012734948,403,,branch-misses:u,1367680,100.00,,
     0.012734948,115,,cache-misses:u,1369312,100.00,,
     0.012734948,1799257,,bus-cycles:u,1370272,100.00,,
     0.012734948,11500647,,instructions:u,1371296,100.00,,
     0.013934208,356,,branch-misses:u,1193824,100.00,,
     0.013934208,36,,cache-misses:u,1192736,100.00,,
     0.013934208,1586540,,bus-cycles:u,1192064,100.00,,
     0.013934208,10135371,,instructions:u,1191264,100.00,,
     0.015093213,346,,branch-misses:u,1158784,100.00,,
     0.015093213,31,,cache-misses:u,1158304,100.00,,
     0.015093213,1539898,,bus-cycles:u,1157984,100.00,,
     0.015093213,9846635,,instructions:u,1157760,100.00,,
     0.016244219,343,,branch-misses:u,1150432,100.00,,
     0.016244219,25,,cache-misses:u,1150208,100.00,,
     0.016244219,1529063,,bus-cycles:u,1150240,100.00,,
     0.016244219,9760451,,instructions:u,1150208,100.00,,
     0.017392825,342,,branch-misses:u,1148576,100.00,,
     0.017392825,83,,cache-misses:u,1148544,100.00,,
     0.017392825,1519490,,bus-cycles:u,1148512,100.00,,
     0.017392825,9709112,,instructions:u,1148448,100.00,,
     0.018545718,344,,branch-misses:u,1152480,100.00,,
     0.018545718,36,,cache-misses:u,1152512,100.00,,
     0.018545718,1532057,,bus-cycles:u,1152512,100.00,,
     0.018545718,9801202,,instructions:u,1152640,100.00,,
     0.019690964,341,,branch-misses:u,1145184,100.00,,
     0.019690964,31,,cache-misses:u,1145120,100.00,,
