     0.001075991,855,,branch-misses:u,473440,100.00,,
     0.001075991,341,,cache-misses:u,479040,100.00,,
     0.001075991,75515,,bus-cycles:u,482368,100.00,,
     0.001075991,31965,,instructions:u,485152,100.00,,
     0.002459501,1567,,branch-misses:u,932928,100.00,,
     0.002459501,12763,,cache-misses:u,931680,100.00,,
     0.002459501,493410,,bus-cycles:u,932896,100.00,,
     0.002459501,487081,,instructions:u,934240,100.00,,
     0.003633359,0,,branch-misses:u,1169376,100.00,,
     0.003633359,32168,,cache-misses:u,1165024,100.00,,
     0.003633359,863151,,bus-cycles:u,1160480,100.00,,
     0.003633359,1146278,,instructions:u,1156352,100.00,,
     0.004783031,0,,branch-misses:u,872672,100.00,,
     0.004783031,24803,,cache-misses:u,876832,100.00,,
     0.004783031,671230,,bus-cycles:u,879616,100.00,,
     0.004783031,896732,,instructions:u,882208,100.00,,
     0.005943740,1,,branch-misses:u,1157440,100.00,,
     0.005943740,27874,,cache-misses:u,1153280,100.00,,
     0.005943740,764303,,bus-cycles:u,1150496,100.00,,
     0.005943740,1017100,,instructions:u,1147904,100.00,,
     0.007095043,0,,branch-misses:u,910016,100.00,,
     0.007095043,390,,cache-misses:u,914272,100.00,,
     0.007095043,768604,,bus-cycles:u,916992,100.00,,
     0.007095043,1274160,,instructions:u,919776,100.00,,
     0.008324953,1,,branch-misses:u,970624,100.00,,
     0.008324953,539,,cache-misses:u,978816,100.00,,
     0.008324953,1182501,,bus-cycles:u,984960,100.00,,
     0.008324953,1961637,,instructions:u,989696,100.00,,
     0.010513152,0,,branch-misses:u,2154272,100.00,,
     0.010513152,29590,,cache-misses:u,2148576,100.00,,
     0.010513152,1986099,,bus-cycles:u,2146336,100.00,,
     0.010513152,3041320,,instructions:u,2145984,100.00,,
     0.011718620,6,,branch-misses:u,1198880,100.00,,
     0.011718620,37654,,cache-misses:u,1198720,100.00,,
     0.011718620,1035923,,bus-cycles:u,1197696,100.00,,
     0.011718620,1416440,,instructions:u,1196192,100.00,,
     0.013139881,0,,branch-misses:u,1181088,100.00,,
     0.013139881,50644,,cache-misses:u,1181920,100.00,,
     0.013139881,1373782,,bus-cycles:u,1182528,100.00,,
     0.013139881,1956008,,instructions:u,1183584,100.00,,
     0.014334215,0,,branch-misses:u,1192832,100.00,,
     0.014334215,21860,,cache-misses:u,1192032,100.00,,
     0.014334215,1486055,,bus-cycles:u,1192032,100.00,,
     0.014334215,2333930,,instructions:u,1191552,100.00,,
     0.015518727,0,,branch-misses:u,1183232,100.00,,
     0.015518727,1105,,cache-misses:u,1182464,100.00,,
     0.015518727,1474611,,bus-cycles:u,1181440,100.00,,
     0.015518727,2440500,,instructions:u,1180544,100.00,,
     0.016693353,1,,branch-misses:u,1178688,100.00,,
